(1102668938700357632,neg)emmanuel macron reconnaît que union européenne échoué matière migratoire mais propose pas expulser les immigrés illégaux qui maintiennent sur notre territoire propose pas réellement protéger nos frontières extérieures rrdo
(1102668933142855680,pos)bâtir ensemble avec renaissance européenne autour liberté protection progrès tribune 
(1102668930777337857,neg)est rends compte que intérêt des est pas gagner eux mais que macron perde quelles soient les conséquences est fou europeennes 
(1102668930387267585,neg)france voles scooter fais courser jusqu mort par contre appeles benalla gueant ferrand baupin balkany macron que truandes parfois jusqu des millions euros pas besoin fuire continue accepter cela 
(1102668925303771136,neu)dans une tribune macron appelle une renaissance européenne via bfmtv 
(1102668913865834496,neu)nous avons commencé notre campagne des européennes dès septembre car nous estimons que les sujets européens sont extrêmement importants deux visions deux choix sociétés vont être proposés aux français celui macron nôtre caudry arrive 
(1102668912750223361,neg)gouvernement macron occupe déjà des femmes façon fhr
(1102668908241317888,neg)les mêmes qui font des tee shirt macron président des affiches macron président des hashtags macron president nous reprochent avoir gourou nous proposons aux militants rem court extrait notre présidentielle rien 
(1102668908035784704,neu)macron européennes vous décider europe les valeurs progrès elle porte doivent être davantage une parenthèse dans histoire est choix que vous propose pour tracer ensemble chemin une renaissance européenne 
(1102668896644091904,neg)dans lettre macron érige chef file une europe qui protège qui peut croire président qui nous précarise france nous protéger europe 
(1102668889115246594,neu)pour une renaissance européenne lettre emmanuel macron aux européens zry via 
(1102668888007999490,irr)vieux monde soutient imposteur les mêmes vieilles sangsues qui veulent leur susucre projet fondé avec une vision ambitieuse est oui transférer notre souveraineté europe une volonté progrès sociale libérale foutagede gueule 
(1102668887412428800,neg)privatisation des services publics casse système retraites mise concurrence des travailleurs les politiques contestées aujourd hui france sont application directe directives que macron refuse remettre cause 
(1102668883998199811,irr)oui mille fois oui 
(1102668882278531074,neu)police européenne des frontières agence protection des démocraties faut retenir tribune emmanuel macron pour une renaissance europe via 
(1102668880944791552,neg)ils savent plus écrire savent pas lire restent plongé sur les jeux smartphone ils saurons plus compter con macron commandé blanquer une génération neu neu gobe mouche oui patron vous prépare toud suite 
(1102668879665549312,neg)juppé raffarin soutiennent macron est droite les vois mal rejoindre quelqu gauche après parcours ils ont ces quarante dernières années alors est bien fait avoir 
(1102668878738571264,neg)macron rentre pas campagne est déjà campagne déguisée aux moyens etat avec grand débat bfmstory 
(1102668875097882625,neg)est magie macron pas projeeeeet mais tendance promettre aux anciens ministres des postes ils auront certainement pas dans gvt sulfureux
(1102668874548420608,neu)macron appelé interdiction financement des partis politiques européens par des puissances étrangères propose créer une agence européenne protection des démocraties chargée protéger les élections dans chaque etat cyberattaques manipulations afp 
(1102668872635830273,neg)boycott macron boycott bfmtv boycottez toutes les chaînes infos politique macron tue nous écoute pas méprise nos armées notre drapeau notre histoire notre pays 
(1102668867258716162,pos)jamais depuis seconde guerre mondiale europe été aussi nécessaire pourtant jamais europe été autant danger propose bâtir une renaissance européenne autour piliers liberté protection progrès 
(1102668848849932290,neg)banque climat salaire minimum macron veut sauver une europe danger 
(1102668846153023491,pos)pour une renaissance européenne constat lucide combat pour europe que nous voulons celle liberté protection progrès macron renaissance européenne 
(1102668844429123593,neg)que émotion comédien macron interviewé rai sur son apprentissage théâtre pas que théatre rapport intime avec italie car fait théâtre est jouant art comédie eduardo filippo que rencontré femme 
(1102668844378832898,neg)macron même continuer leur vendre des armes espère 
(1102668829182881792,neg)macron veut lutter contre les fake news une pour lui privatisation des barrages donc une partie service public est bien qui impose frexit 
(1102668822849425408,pos)liberté protection progrès nous devons bâtir sur ces piliers une renaissance européenne retrouver esprit progrès protéger notre continent défendre notre liberté citoyens européens vous décider 
(1102668815299682304,neg)dessus mélée est raté personne croit trop fait imbécile pour croire encore ses mots plus changé nouveau son slogan pour aucune colonne vertébrale votre cher macron
(1102668795657834497,neg)comme dit maire non monsieur macron les communes france sont pas vendre 
(1102668792872742919,neu)européennes ancien premier ministre jean pierre raffarin apporte son soutien emmanuel macron via 
(1102668786753331202,neg)alors regardes qui possède les instituts sondages qui financé campagne macron comprends pourquoi perdant point par mois est encore vaste fumisterie 
(1102668783758524423,neu)laurent wauquiez pousse les pro macron hors 
(1102668781187448833,neu)france remettre plat espace schengen renforcer défense vision europe macron 
(1102668780474376200,neu)pour une renaissance européenne faut retenir tribune emmanuel macron 
(1102668779887177729,neg)incapable faire france mac ron veut refaire europe sauf lui faudra accord des états membres bref brasse couillons cherche gagner temps capter attention des médias 
(1102668770605260808,neu)emmanuel macron propose savoir faire français police algérienne pour régler les situations sécuritaires 
(1102668760928960512,neu)macron invite les italiens réinventer rêve européen 
(1102668754767491073,pos)allemagne français épargnez macron notre meilleure arme contre trump via merci 
(1102668741488324608,neg)recyclage strauss kahn nomination juppé régime macron nous montre réunit bien pire gauche pire droite caudry arrive lut
(1102668737952604160,neu)parlez moi deurope européennes jamais depuis seconde guerre mondiale europe été aussi nécessaire pourtant jamais europe été autant danger 
(1102668736329379840,neu)union européenne macron veut créer une banque européenne climat pour financer transition écologique une force sanitaire européenne pour renforcer les contrôles des aliments souhaite que divise par deux consommation pesticides ici afp 
(1102668735880617984,neg)geste mépris supporter macron est symbole leur europe leur manque respect des peuples geste qui remplace discours 
(1102668735880548354,neg)beaucoup ont cru avait réellement des livres une des choses qui puissamment exaspéré dans fait macron est ait audace outrecuidance obscénité prétendre littéraire gilets jaunes macron 
(1102668735603765249,neg)macron défend politique des années tous les dogmes défend sont ceux trente ans soutien des hommes des années normal 
(1102668733011636224,neu)europe que macron dit dans lettre fin des régimes spéciaux macron renonce frontières macron veut plus contrôle invités soir grand soir lci tww
(1102668728255332354,neg)emmanuel macron est ultralibéralisme droite matière économique sociale ultra libertarisme gauche matière dictature des minorités laxisme justice arrive caudry 
(1102668727210962945,neg)après avoir inondé les chaînes télévision françaises avec grand débat national emmanuel macron partirait pas conquête des médias européens encore moyen lancer dans leseuropéennes avant même désigner ses têtes liste 
(1102668725524811779,neg)macron est pas vieillissant mais sinon parallèle est assez saisissant 
(1102668714510561280,neg)vais voir mars mais son livre oui macron dedans mais apprend surtout systhème macron son monde parallèle constat qui nous met entre colère larmes raisons manifester 
(1102668711595515905,neg)france est deuxième pays qui emploie plus travailleurs détachés que dit macron dessus rien 
(1102668706096791555,neg)ils ont tous été les chantres métissage mais pourtant hollande royal sarkozy fillon macron mélenchon ont jamais affiché leur métissage leurs enfants partenaires sont tous blancs 
(1102668702640758790,neu)aux européennes raffarin roulera pour macron 
(1102668701814480896,neg)appelle jean pire raffarin suis macronisteanonyme est dit applaudit être pour macron soigne mais pas trouvé sevrage est comme connerie 
(1102668696286302208,neg)demande bien pourquoi raffarin préfère macron 
(1102668695296446464,neg)macron italie macron écrit dans les journaux macron grand débat macron sur les gilets jaunes dites mesdames messieurs presse proclame dictature tout suite attend les européennes 
(1102668692486262784,neu)jamais europe été aussi nécessaire pourtant jamais elle été autant danger dans moment décisif statu quo est pas tenable mobilisation tous les citoyens européens est impératif pour une renaissance européenne 
(1102668685766991872,irr)rassurez moi algérie est bien indépendante alors pourquoi autorisons nous une manifestation paris qui concerne les élections algériennes pour moi cette autorisation est ingérence imaginez une manif contre macron algérie 
(1102668679811133440,neg)voir raffarin qui soutient macron précise modernité projet 
(1102668676505886720,pos)agit projet européen plus abouti jean pierre raffarin pourquoi soutiendrai projet emmanuel macron aux européennes 
(1102668668989771777,neu)grand debat national emmanuel macron rendra dans les alpesde haute provence jeudi via 
(1102668666548744193,neg)était une fois une méchante sorcière appelait fachosphère sais début fait peu flipper mais tout termine bien vous allez voir bon chevalier macron remporta les européennes terrassa vilaine sorcière vous voyez tout termine bien 
(1102668666259288068,neu)macron fait son mea culpa êtes vous satisfait 
(1102668651008806912,neu)marché est utile mais doit pas faire oublier nécessité frontières qui protègent valeurs qui unissent découvrez lettre président république pour une renaissance européenne 
(1102668648748146688,neg)vos commentaires sont affligeants parie que bcp entee vous ont voté macron lieu pen pire dans tout vous revoterez macron déclin votre france bientot islamique est donc mérité 
(1102668645203935245,neg)militant décrochent portrait pour symboliser vide politique sociale climatique gouvernement remplaçant par une affichette urgence sociale climatique est macron 
(1102668644599939072,neg)mec doute rien est énorme après avoir phagocyté droite gauche voilà qui attaque extrême droite avec remise cause espace schengen extrême gauche avec une pseudo renégociation des traités macron super menteur
(1102668640120463363,irr)une europe qui projette dans monde doit être tournée vers afrique avec laquelle nous devons nouer pacte avenir face une population africaine qui passer milliards personnes ici une telle alliance impose 
(1102668630351843333,neu)sont des pro macron cette dame dit elle veut gouvernement comme ici donc pourquoi voulez vous que notre gouvernement soutienne pas ses manifestants qui votent voteront pour lui
(1102668624807018496,neg)entre macron pen est pas duel est duo avec bulletin vote france insoumise refusons piège stop europe fric macron merkel pour climat démocratie justice sociale maintenant peuple 
(1102668611293011968,neu)pour une renaissance européenne lettre emmanuel macron aux européens 
(1102668607195172865,neg)après juppé est tour raffarin rejoindre macron cela mérite clarification macronisme est dernière cartouche vieux monde point convergence idéologique entre une certaine gauche une certaine droite qui échouent depuis ans 
(1102668604439437312,irr)très bon papier fond est comme exécutif avait pas pleinement intégré les nouvelles règles jeu mondial vigueur moins depuis élection donald trump exit globalisation heureuse compétition 
(1102668591252627456,neg)macron cherche électorat pour les européennes voula tout ctm
(1102668589096714240,neu)était prévoir est réponse lequel lui demandait choisir aux traîtres dit bon débarras européennes ancien premier ministre jean pierre raffarin apporte son soutien emmanuel macron via 
(1102668584822685697,neu)vision emmanuel macron pour europe 
(1102668583673442306,neg)votez jamais pour parti macron menteur truand imposteur etc 
